WinningCards	DiscardedCards:0	DiscardedCards:1	ActionsPlayedWin:0
Baron.opp	2	2	
Guard	11	11	
Baron	7	7	
Guard	11	11	
Guard	2	2	
King.end	10	10	Guard,Guard,Baron,Guard,Princess
Guard	11	11	Guard,Guard,Prince,Princess,Countess,Guard
Baron	9	9	Baron,Handmaid,King,Priest,Priest
Baron	2	2	Baron
Baron.opp	3	3	Priest
Baron	6	6	Baron,Guard,Guard
Baron.opp	2	2	
Prince.opp	10	10	Baron,Priest,Priest,King
Prince.opp	10	10	Guard,Baron,Handmaid,Priest
Guard	7	7	Guard,Prince,Countess
Guard	11	11	Guard,Baron,Prince,Priest,King,Guard
Baron.opp	3	3	Priest
Guard	5	5	
Baron	2	2	
Prince.opp	10	10	Prince,Priest,Priest,King
King.end	10	10	Handmaid,Guard,Baron,Priest,Handmaid
Prince.opp	10	10	
Baron	3	3	Baron
Baron	5	5	
Prince.end	10	10	
Guard	5	5	
Baron	8	8	
Prince.opp	10	10	Prince,Handmaid,Guard,Baron,Guard
Baron.opp	2	2	
Baron	9	9	
Baron	9	9	
Guard	11	11	
Baron	3	3	Baron
Guard	2	2	Guard
Guard	7	7	
Baron.opp	9	9	Prince,Guard,Handmaid
Baron	2	2	Baron
Baron	6	6	Baron,Handmaid,Princess
Baron.opp	6	6	
Baron.opp	10	10	
Baron.opp	2	2	
Prince.end	10	10	Handmaid,Handmaid,Priest,King
Baron	3	3	
Guard	2	2	
Baron	3	3	Baron
Baron	5	5	
Prince.end	10	10	
Baron.opp	9	9	Baron,Priest,Priest
Baron	6	6	Baron,Guard,Handmaid
Guard	5	5	
Baron	7	7	Baron,Countess,Guard
Baron	9	9	Baron,Handmaid,Guard,Countess,Handmaid
Baron.opp	2	2	
Priest.end	10	10	Handmaid,Handmaid,Priest,Prince,Guard,Guard
Guard	9	9	Guard,Baron,Priest,Handmaid
Prince.opp	10	10	
Guard	2	2	
Baron	5	5	Baron,Guard
Guard	7	7	
Baron.opp	10	10	
Baron	6	6	
Guard	5	5	Guard,Princess
Guard	3	3	
Guard	6	6	
Guard	6	6	
Guard	2	2	
Baron	3	3	Baron
Guard	10	10	
Guard	5	5	Guard,Handmaid
Guard	11	11	Guard,Guard,Handmaid,Priest,King,Priest
Baron	2	2	Baron
Baron	6	6	Baron,Countess,Handmaid
Baron	6	6	Baron,Priest,Guard
Baron	8	8	Baron,Guard,Handmaid,Handmaid
Guard	3	3	
Baron	3	3	Baron
Baron	5	5	
Guard	10	10	Guard,Guard,Princess,King,Guard
Baron	8	8	Baron,Countess,Priest,King
Baron	2	2	Baron
Baron	6	6	Baron,Princess,Handmaid
Baron	7	7	
Guard	7	7	Guard,Priest,Handmaid
Baron	3	3	
Baron	4	4	
Guard	7	7	Guard,Priest,Handmaid
Baron.opp	3	3	Guard
Baron	5	5	
Priest.end	10	10	
Guard	5	5	
Baron	6	6	
Baron	6	6	
Baron	8	8	
Guard	6	6	
Baron	5	5	
Guard	8	8	
Baron	8	8	Baron,Guard,Prince,Handmaid
Baron	2	2	Baron
Baron	6	6	Baron,Priest,Princess
Guard	5	5	
Baron.opp	8	8	Guard,Handmaid,Priest
Baron	3	3	
Baron	2	2	
Guard	11	11	Guard,Princess,Countess,Handmaid,Priest
Guard	8	8	
Baron.opp	2	2	
Baron.opp	2	2	
Guard	8	8	Guard,Princess,Countess,Guard
Baron	9	9	Baron,Handmaid,Guard,Priest
Baron	2	2	Baron
Baron	6	6	Baron,Countess,Handmaid
Guard	3	3	
Guard	6	6	
Baron.opp	3	3	
Baron	2	2	
Baron.opp	8	8	Guard,Handmaid,Priest
Baron	9	9	Baron,Prince,Priest,Guard
Guard	6	6	
Baron.opp	3	3	
Baron.opp	4	4	Guard
Baron	8	8	
Baron	6	6	
Baron.opp	8	8	Countess,King,Princess
Baron	7	7	
Guard	11	11	
Baron.opp	3	3	
Baron	2	2	
Baron.opp	8	8	Guard,Priest,Handmaid
Baron.opp	4	4	
Baron	2	2	Baron
Baron	6	6	Baron,Princess,Handmaid
Baron	6	6	Baron,Priest,Guard
Guard	6	6	Guard,Handmaid,Handmaid
Baron.opp	2	2	
Baron	2	2	
Guard	11	11	Guard,Princess,Countess,Priest,Handmaid
Prince.opp	10	10	King,Priest,Prince,Guard,Baron
Baron.opp	6	6	Guard,Handmaid,Prince
Baron	6	6	Baron,Handmaid,Princess
Baron	7	7	
Guard	7	7	Guard,Priest,Handmaid
Baron.opp	2	2	
Baron	2	2	
Guard	8	8	
Baron	3	3	Baron
Guard	7	7	Guard,Handmaid,Prince,Handmaid
Baron.opp	2	2	
Baron	7	7	Baron,Guard,Countess
Baron.opp	6	6	
Baron.opp	2	2	
Baron	5	5	
Guard	2	2	Guard
Guard	2	2	Guard
Guard	4	4	Guard,Priest
Prince.opp	11	11	Prince,Handmaid,Handmaid,Prince,Guard
Guard	3	3	
Baron.opp	9	9	
Baron	7	7	Baron,Baron,Guard
Baron	3	3	
Baron	9	9	
Guard	7	7	Guard,Countess,Priest
Guard	6	6	Guard,Guard,Princess
Baron.opp	2	2	
Baron	6	6	
Guard	3	3	Guard
Prince.end	10	10	Handmaid,King,Countess,Priest,Guard
Baron.opp	9	9	
Baron	5	5	Baron,Guard
Baron.opp	3	3	Guard
Guard	2	2	Guard
Baron	5	5	
Baron	8	8	
Baron.opp	10	10	Priest,Guard,Guard,Priest
Guard	3	3	
Guard	4	4	
Baron	6	6	Baron,Guard,Priest
Guard	8	8	
Prince.opp	11	11	
Baron	10	10	Baron,Prince,Handmaid,Handmaid
Baron	5	5	
Baron	3	3	Baron
Baron.opp	6	6	
Baron	5	5	Baron,Handmaid
Guard	9	9	Guard,Handmaid,Princess,Guard
Guard	7	7	
Guard	6	6	
Baron	9	9	
Prince.opp	11	11	Prince,Handmaid,Guard,Guard,Prince,Guard
Prince.opp	10	10	
Baron	9	9	
Baron	5	5	Baron,Guard
Baron.opp	3	3	Guard
Baron	9	9	Baron,Priest,Guard,Guard
Guard	6	6	Guard,Priest,Handmaid
Guard	6	6	Guard,Princess,Guard
Prince.opp	11	11	King,Prince,Priest,Guard,Handmaid,Priest
Baron	10	10	
Baron.opp	9	9	
Baron	7	7	Baron,Countess,Guard
Baron.opp	3	3	Guard
Baron.opp	8	8	
Baron	5	5	Baron,Priest
Guard	2	2	Guard
Guard	3	3	
Baron	8	8	
Guard	4	4	
Baron	2	2	
Baron	10	10	
Baron	5	5	Baron,Guard
Guard	2	2	Guard
Guard	2	2	Guard
Baron	5	5	
Guard	8	8	Guard,Priest,Prince,Princess
Guard	3	3	
Baron	9	9	
Baron	9	9	
Baron	2	2	
Baron	9	9	Baron,Guard,Guard,Priest
Guard	5	5	
Baron.opp	7	7	Guard,Priest,Guard
Prince.opp	3	3	
Guard	3	3	Guard
Guard	10	10	Guard,Princess,Priest,Handmaid,Priest
Guard	8	8	Guard,Guard,Handmaid,Princess
Prince.end	10	10	Priest,Guard,King,Handmaid,Guard
Baron	9	9	Baron,Priest,Guard,Prince,Handmaid
Baron.opp	5	5	Guard,Guard
Baron.opp	3	3	Guard
Guard	2	2	Guard
Baron	5	5	
Prince.opp	3	3	
Guard	2	2	
Baron	7	7	
Guard	6	6	Guard,Handmaid
Baron.opp	8	8	
Princess.opp	10	10	
Guard	9	9	Guard,Priest,Princess,Guard
Baron.opp	5	5	
Guard	4	4	Guard,Guard
Baron	5	5	
Guard	9	9	
Guard	2	2	
Baron	9	9	
Baron	10	10	Baron,Princess,Handmaid,Guard
Baron	8	8	Baron,Handmaid,Guard,Priest
Baron	9	9	
Prince.end	10	10	
Baron	7	7	
Baron	5	5	
Guard	9	9	
Baron.opp	10	10	Priest,Guard,Priest,Guard
Baron	7	7	Baron,Handmaid,Prince,Guard
Baron.opp	5	5	Guard,Guard
Baron	8	8	Baron,Handmaid,Guard,Priest
Guard	5	5	
Guard	9	9	
Baron.opp	5	5	
Baron	4	4	
Prince.opp	11	11	
Baron	11	11	Baron,Guard,Princess,Handmaid,Guard
Prince.opp	11	11	
Baron	8	8	Baron,Guard,Priest,Guard
Guard	9	9	Guard,Baron,Prince,Guard
Baron	8	8	Baron,Priest,Guard,Handmaid
Princess.opp	10	10	
Guard	9	9	Guard,Priest,Princess,Guard
Baron.opp	5	5	
Guard	6	6	Guard,Priest,Guard
Prince.opp	11	11	Priest,Prince,Countess,Handmaid,Priest,Baron,Guard
Guard	3	3	
Guard	3	3	Guard
Baron	8	8	
Baron	6	6	
Baron	9	9	Baron,Priest,Guard,Guard
Guard	9	9	Guard,Prince,Guard,Guard
Baron	5	5	
Baron	4	4	
Prince.opp	11	11	
Baron	4	4	
Guard	3	3	
Guard	7	7	Guard,Handmaid,Guard
Baron	11	11	Baron,King,Guard,Handmaid,Priest
Guard	3	3	
Guard	6	6	
Baron	5	5	
Guard	6	6	Guard,Priest,Guard
Baron	9	9	Baron,Guard,Handmaid,Guard
Baron	6	6	Baron,Handmaid,Guard
Baron	5	5	
Baron	3	3	Baron
Guard	2	2	Guard
Baron	9	9	Baron,Guard,Guard,Prince,Guard
Baron	8	8	Baron,Handmaid,Guard,Priest
Baron	9	9	
Guard	10	10	Guard,Priest,Priest,Guard,Princess
Baron	8	8	
Baron.opp	8	8	
Baron.opp	5	5	Guard,Prince
Baron	6	6	Baron,Guard,Handmaid
Baron	5	5	
Baron	3	3	Baron
Baron	5	5	
Guard	8	8	
Baron	7	7	Baron,Guard,Guard
Baron.opp	8	8	
Guard	5	5	Guard,Priest
Prince.opp	11	11	Guard,Prince,Guard,Prince,Guard,Princess
Baron	7	7	Baron,Handmaid,Prince
Guard	4	4	Guard,Princess
Guard	10	10	
Baron	4	4	
Guard	5	5	Guard,Princess
Prince.opp	11	11	Priest,Prince,Priest,Countess,Guard,Baron,Guard
Baron	3	3	
Prince.end	10	10	
Guard	6	6	
Baron	7	7	
Guard	8	8	Guard,Guard,Handmaid,Priest
Prince.end	10	10	Guard,King,Prince,Guard,Guard,Princess
Baron	5	5	Baron,Handmaid,Prince
Guard	2	2	Guard
Guard	3	3	
Baron	4	4	
Baron	5	5	Baron,Guard
Baron	8	8	Baron,Priest,Guard,Guard
Baron	7	7	
Prince.opp	11	11	
Prince.end	10	10	Baron,Priest,Guard,Guard,Countess
Prince.opp	11	11	King,Prince,Prince,Princess,Guard,Guard
Baron	5	5	Baron,Handmaid,Prince
Prince.opp	3	3	
Baron.opp	4	4	Guard
Baron.opp	4	4	
Baron	5	5	Baron,Guard
Prince.end	10	10	Countess,Priest,Guard,Guard,Guard
Baron	3	3	
Prince.end	10	10	
Prince.end	10	10	Baron,Priest,Guard,Countess,Guard
Prince.end	10	10	Countess,Princess,Handmaid,Guard,Guard
Baron	5	5	
Baron	4	4	
Guard	3	3	Guard
Baron.opp	4	4	
Baron	5	5	Baron,Guard
Guard	3	3	
Baron	6	6	
Prince.opp	11	11	Prince,Handmaid,Princess,Guard,Guard
Baron	7	7	
Prince.end	10	10	
Baron	4	4	Baron,Guard
Guard	6	6	
Baron	4	4	
Baron	5	5	Baron,Guard
Guard	4	4	Guard,Guard
Baron	3	3	
Prince.end	10	10	
Baron	7	7	Baron,Guard,Guard
Baron	7	7	Baron,Handmaid,Guard,Guard
Prince.opp	11	11	Handmaid,Guard,Guard,Baron,Guard
Baron	4	4	Baron,Guard
Baron.opp	4	4	
Baron	4	4	
Guard	5	5	Guard,Princess
Prince.opp	11	11	
Baron	4	4	
Prince.opp	11	11	
Baron	7	7	Baron,Guard,Guard
Guard	10	10	
Prince.opp	11	11	
Baron.opp	4	4	
Baron	5	5	Baron,Guard
Prince.end	10	10	Countess,Handmaid,Priest,Guard,Baron
Baron	5	5	
Guard	8	8	Guard,Guard,Prince,Guard
Baron	7	7	
Prince.end	10	10	
Baron	4	4	
Baron	3	3	Baron
Baron	6	6	Baron,Handmaid,Princess
Baron.opp	4	4	
Guard	10	10	Guard,King,Prince,Handmaid,Handmaid
Baron	2	2	Baron
Baron	5	5	
Baron	5	5	Baron,Handmaid
Guard	2	2	Guard
Guard	4	4	Guard,Priest
Baron	7	7	
Guard	3	3	Guard
Baron.opp	2	2	
Baron	3	3	Baron
Baron	6	6	
Baron.opp	4	4	Baron
Guard	9	9	Guard,Guard,Priest,Handmaid,Guard
Guard	9	9	
Baron	4	4	
Guard	8	8	
Baron	9	9	Baron,Guard,Guard,Countess
Baron	7	7	Baron,Handmaid,Guard,Guard
Baron.opp	4	4	
Baron	3	3	Baron
Baron.opp	5	5	Princess,Handmaid
Baron	2	2	Baron
Guard	9	9	Guard,Priest,Guard,Guard,Handmaid
Guard	7	7	
Guard	5	5	
Guard	5	5	Guard,Priest
Baron	5	5	
Guard	3	3	Guard
Baron	7	7	
Baron	9	9	
Guard	3	3	Guard
Baron	7	7	
Baron	3	3	Baron
Baron	7	7	
Guard	2	2	
Guard	2	2	
Guard	3	3	
Prince.opp	10	10	Baron,Priest,Guard,Guard,Countess
Prince.end	10	10	Countess,Princess,Handmaid,King,Guard
Baron.opp	2	2	
Guard	2	2	
Prince.opp	4	4	
Baron	2	2	
Prince.opp	11	11	
Guard	2	2	
Baron	7	7	
Baron.opp	6	6	King,Guard
Baron.opp	4	4	
Baron	3	3	Baron
Prince.opp	4	4	
Baron	2	2	
Guard	7	7	
Baron.opp	2	2	
Guard	6	6	Guard,Guard,Priest
Prince.opp	11	11	Priest,Prince,Guard,Guard,Handmaid,Countess,Baron
Baron	7	7	Baron,Guard,Countess
Baron	7	7	
Baron	5	5	Baron,Guard
Guard	2	2	Guard
Baron.opp	4	4	
Guard	2	2	
Baron	6	6	Baron,Princess
Baron	2	2	Baron
Prince.end	10	10	Guard,Guard,Priest,Guard,Handmaid,Guard
Baron	2	2	Baron
Guard	9	9	Guard,Priest,Handmaid,Prince
Prince.opp	11	11	
Guard	7	7	
Baron	3	3	Baron
Baron.opp	2	2	
Baron	3	3	Baron
Baron	6	6	Baron,Princess,Handmaid
Baron	2	2	Baron
Baron.opp	9	9	
Guard	2	2	
Baron	7	7	
Guard	6	6	
Guard	2	2	
Baron	3	3	Baron
Baron	5	5	
Baron	4	4	Baron,Guard
Baron.opp	3	3	Princess
Baron	7	7	
Prince.opp	11	11	
Guard	2	2	
Baron	7	7	Baron,Handmaid,King
Guard	8	8	Guard,Handmaid,Countess,Baron
Guard	3	3	
Baron	3	3	Baron
Baron	5	5	
Guard	10	10	Guard,King,Guard,Countess,Guard
Baron.opp	3	3	Guard
Guard	6	6	
Baron.opp	10	10	Guard,Priest,Guard,Baron
Baron	9	9	Baron,Priest,Handmaid,Guard
Baron	2	2	Baron
Guard	8	8	Guard,Handmaid,Guard,Priest
Guard	5	5	
Guard	4	4	
Baron	3	3	Baron
Baron	5	5	
Baron	9	9	Baron,Guard,King,Countess
Baron.opp	5	5	Countess,Guard
Baron	2	2	Baron
Baron	9	9	Baron,Guard,Handmaid,Priest,Guard
Baron	2	2	Baron
Guard	6	6	
Guard	10	10	
Guard	2	2	
Baron	3	3	Baron
Prince.opp	11	11	Prince,Handmaid,Priest,Guard,Prince
Guard	3	3	
Baron	2	2	
Baron	6	6	
Guard	5	5	Guard,Handmaid
Baron	7	7	
Princess.opp	10	10	Princess,King,Guard,Priest,Guard,Handmaid
Guard	9	9	
Prince.opp	11	11	Priest,Guard,Handmaid,King
Guard	6	6	Guard,Handmaid,Baron
Baron.opp	7	7	King,Guard,Countess
Guard	4	4	Guard,Countess
Guard	3	3	
Baron.opp	6	6	Countess,Guard
Baron.opp	3	3	Guard
Baron	2	2	Baron
Guard	4	4	
Baron	4	4	
Prince.opp	11	11	
Baron	3	3	Baron
Baron	5	5	
Prince.opp	11	11	
Baron	2	2	
Baron	6	6	
Baron	7	7	
Baron	4	4	
Guard	9	9	
Baron	3	3	Baron
Baron	5	5	
Baron.opp	4	4	Guard
Guard	10	10	Guard,Princess,Baron,Countess,Guard
Prince.opp	11	11	Prince,Priest,Princess,Baron,Guard,Guard
Guard	2	2	Guard
Baron	7	7	
Prince.opp	4	4	
Baron	2	2	
Guard	8	8	Guard,Countess,Handmaid,Baron
Baron.opp	10	10	Guard,King,Priest,Guard,Countess
Baron	3	3	
Baron	5	5	Baron,Guard
Baron.opp	4	4	
Baron	2	2	
Guard	5	5	Guard,Guard
Guard	2	2	Guard
Baron	7	7	
Prince.opp	4	4	
Baron	2	2	
Prince.opp	11	11	Prince,Countess,Handmaid,Priest,Guard
Baron	2	2	Baron
Baron	7	7	Baron,Guard,Countess
Baron.opp	3	3	Guard
Baron	8	8	
Prince.opp	11	11	
Baron	2	2	
Prince.opp	11	11	
Baron	9	9	Baron,Countess,Guard,King
Baron	7	7	
Prince.opp	4	4	
Baron.opp	8	8	Guard,Guard,Guard
Baron	8	8	Baron,Princess,Guard,Guard
Baron	2	2	Baron
Guard	4	4	Guard,Guard
Baron	4	4	Baron,Guard
Baron.opp	5	5	Countess,Guard
Baron.opp	6	6	
Baron	2	2	
Baron	6	6	
Baron	6	6	
Baron	3	3	Baron
Baron	8	8	
Guard	9	9	Guard,Guard,Guard,Princess
Guard	5	5	
Guard	2	2	
Guard	5	5	
Baron.opp	4	4	Guard
Baron.opp	3	3	Guard
Prince.opp	10	10	
Guard	10	10	
Baron	3	3	Baron
Guard	8	8	Guard,Guard,Princess,Priest
Guard	7	7	
Guard	7	7	Guard,Priest,Guard
Guard	5	5	
Baron.opp	9	9	
Prince.opp	11	11	
Guard	8	8	Guard,Priest,Guard,Baron
Baron.opp	3	3	Guard
Prince.end	10	10	Priest,Princess,Baron,Guard,Guard
Guard	6	6	Guard,Priest,Handmaid
Baron	2	2	Baron
Guard	3	3	
Guard	4	4	
Guard	3	3	Guard
Baron	2	2	Baron
Guard	2	2	Guard
Prince.opp	11	11	Prince,Baron,Priest,Princess,Guard,Guard
Baron	3	3	
Baron	5	5	Baron,Handmaid
Guard	3	3	
Baron	2	2	
Baron	8	8	
Baron	5	5	Baron,Guard
Baron	7	7	
Prince.opp	11	11	Countess,Guard,Handmaid,Priest,Guard,Guard
Guard	10	10	Guard,Guard,Baron,Priest,Priest
Baron.opp	2	2	
Guard	8	8	Guard,Handmaid,Guard,Priest
Prince.opp	11	11	Prince,Baron,Priest,Guard,Princess,Guard
Guard	10	10	Guard,Priest,Priest,Guard,Handmaid
Baron.opp	7	7	Guard,Guard,Priest
Prince.end	10	10	Guard,Guard,Prince,Princess,Priest
Guard	6	6	Guard,Guard,Guard
Prince.opp	11	11	
Baron.opp	3	3	
Prince.opp	11	11	
Prince.opp	11	11	
Baron.opp	8	8	Guard,Priest,Handmaid
Baron.opp	2	2	
Baron	4	4	Baron
Guard	10	10	Guard,Priest,Baron,Priest,Guard
Guard	4	4	Guard,Priest
Guard	6	6	Guard,Princess,Priest
Guard	6	6	Guard,Guard,Guard
Prince.opp	11	11	
Baron	5	5	Baron,Guard
Baron	7	7	
Prince.opp	10	10	
Baron.opp	4	4	Priest
Baron.opp	2	2	
Baron	4	4	
Baron.opp	2	2	
Baron	2	2	Baron
Baron.opp	8	8	
Baron	2	2	
Guard	3	3	Guard
Baron	8	8	Baron,Guard,Guard,Handmaid
Prince.opp	11	11	Prince,King,Prince,Countess,Guard,Guard
Prince.opp	10	10	Guard,Prince,Countess,Handmaid,Guard,Guard
Guard	6	6	Guard,Baron,Priest
Baron.opp	2	2	
Baron	4	4	
Baron.opp	2	2	
Baron	8	8	
Baron.opp	8	8	Guard,Guard,Guard
Baron.opp	9	9	King,Princess,Guard,Guard
Baron	2	2	Baron
Baron	7	7	
Prince.opp	11	11	
Guard	6	6	
Baron	2	2	
Baron	4	4	
Baron.opp	2	2	
Guard	9	9	Guard,Guard,Handmaid,Guard
Baron	3	3	
Baron.opp	2	2	
Baron.opp	8	8	Guard,Handmaid,Priest
Baron	2	2	Baron
Baron	8	8	
Prince.opp	11	11	
Baron.opp	8	8	Guard,Priest,Handmaid
Baron.opp	2	2	
Guard	3	3	Guard
Baron	2	2	Baron
Guard	5	5	Guard,Handmaid
Guard	2	2	Guard
Baron	8	8	Baron,King,Guard,Guard
Baron	2	2	Baron
Guard	3	3	
Prince.opp	11	11	
Guard	5	5	Guard,Priest
Baron.opp	2	2	
Baron	4	4	
Baron.opp	2	2	
Guard	5	5	Guard,Guard
Baron	3	3	
Guard	3	3	Guard
Baron	2	2	Baron
Baron	2	2	Baron
Baron.opp	7	7	Guard,Guard,Countess
Prince.opp	11	11	Prince,Handmaid,Handmaid,Prince,Guard,Guard
Baron.opp	6	6	
Baron	2	2	
Baron.opp	4	4	
Baron.opp	3	3	
Baron	2	2	
Guard	2	2	
Guard	6	6	Guard,Handmaid,Guard
Baron	2	2	Baron
Baron.opp	3	3	Guard
Baron	7	7	
Guard	4	4	Guard,Countess
Guard	5	5	
Guard	6	6	
Baron	2	2	
Baron.opp	6	6	
Baron.opp	2	2	
Princess.end	10	10	King,Guard,Guard,Guard,Handmaid
Baron	3	3	
Baron.opp	10	10	
Baron.opp	2	2	
Baron.opp	3	3	Guard
Baron	7	7	
Baron.opp	9	9	Countess,Handmaid,Guard,Guard
Guard	6	6	Guard,Baron,Priest
Baron.opp	2	2	
Prince.opp	11	11	
Baron.opp	2	2	
Baron	6	6	
Baron	4	4	
Guard	3	3	Guard
Baron	2	2	Baron
Baron.opp	5	5	
Prince.opp	11	11	
Baron	2	2	
Guard	11	11	
Baron	2	2	
Baron	4	4	
Baron.opp	2	2	
Baron	3	3	
Baron	6	6	
Guard	8	8	Guard,Handmaid,Handmaid,Guard
Baron	2	2	Baron
Baron.opp	3	3	Guard
Baron	7	7	
Baron	2	2	
Baron.opp	3	3	King
Baron	5	5	Baron,Priest,Priest
Baron	2	2	Baron
Baron	3	3	
Baron.opp	3	3	
Guard	4	4	Guard
Baron	2	2	Baron
Baron	6	6	
Baron	7	7	Baron,Guard,Guard
Baron.opp	2	2	
Baron	2	2	
Baron.opp	2	2	
Prince.end	10	10	Guard,Princess,Handmaid,Baron,Priest,Priest
Baron	2	2	Baron
Guard	6	6	Guard,Priest,Handmaid
Baron	3	3	
Guard	5	5	Guard,Handmaid
Baron	2	2	Baron
Baron	6	6	
Baron.opp	5	5	
Baron	2	2	
Baron	2	2	
Baron	5	5	
Guard	3	3	Guard
Baron.opp	3	3	Guard
Baron	2	2	Baron
Baron	3	3	
Guard	2	2	
Baron	10	10	Baron,Guard,Handmaid,Handmaid,Guard
Baron	2	2	Baron
Baron.opp	3	3	Guard
Guard	3	3	
Baron	2	2	
Baron	2	2	
Baron.opp	4	4	Priest
Guard	2	2	Guard
Baron.opp	3	3	Guard
Baron	3	3	
Guard	2	2	
Baron	10	10	Baron,Guard,Handmaid,Handmaid,Guard
Baron	2	2	Baron
Baron	7	7	Baron,Priest,Guard,Prince
Guard	5	5	
Baron	2	2	
Baron	2	2	
Baron	5	5	
Baron	4	4	
Guard	2	2	Guard
Guard	4	4	
Baron.opp	2	2	
Baron.opp	3	3	Guard
Guard	5	5	
Baron	4	4	
Baron	2	2	
Baron	5	5	Baron,Priest
Princess.opp	10	10	
Baron	3	3	Baron
Prince.end	10	10	Countess,Baron,Prince,Handmaid,Guard,Guard
Baron	10	10	Baron,Guard,Guard,Handmaid,King
Baron	10	10	
Baron.opp	2	2	
Baron.opp	3	3	Guard
Baron	7	7	
Baron	2	2	
Baron	2	2	
Baron.opp	2	2	
Baron.opp	4	4	
Baron	3	3	Baron
Baron.opp	6	6	
Guard	6	6	
Baron	2	2	Baron
Baron.opp	3	3	Guard
Guard	5	5	
Baron	2	2	
Baron	2	2	
Baron	5	5	Baron,Priest
Guard	2	2	Guard
Baron.opp	3	3	Guard
Guard	4	4	Guard,Guard
Guard	8	8	Guard,King,Countess,Priest
Baron.opp	5	5	
Baron.opp	5	5	
Baron	2	2	
Baron	2	2	
Baron.opp	2	2	
Baron	10	10	Baron,Guard,King,Priest,Guard
Baron	3	3	
Guard	2	2	
Prince.opp	11	11	Prince,Prince,Guard,Guard,Princess,King
Guard	6	6	Guard,Priest,King
Guard	3	3	
Prince.end	10	10	Countess,Guard,Handmaid,Guard,Guard
Baron	4	4	Baron,Priest
Baron.opp	3	3	Priest
Baron	2	2	Baron
Baron.opp	11	11	Countess,Guard,King,Priest,Guard
Baron.opp	3	3	Guard
Prince.opp	10	10	
Guard	9	9	Guard,King,Princess,Guard
Baron	4	4	Baron,Priest
Baron.opp	3	3	Priest
Baron	2	2	Baron
Prince.opp	11	11	
Baron	3	3	Baron
Baron	5	5	
Baron	10	10	Baron,Prince,King,Guard
Baron	7	7	Baron,Countess,Handmaid
Baron.opp	10	10	Prince,Handmaid,Princess,Priest
Baron.opp	4	4	Priest,Prince
Baron	2	2	Baron
Guard	8	8	Guard,King,Priest,Guard
Baron.opp	3	3	Guard
Guard	4	4	Guard,Guard
Guard	8	8	Guard,Guard,Handmaid,King
Baron	7	7	Baron,Priest,Guard,King
Baron	2	2	Baron
Baron.opp	4	4	
Baron	3	3	Baron
Baron.opp	10	10	Handmaid,Prince,Priest,Guard,Guard
Prince.opp	7	7	Guard,Handmaid,King
Baron	7	7	
Baron.opp	9	9	
Prince.opp	5	5	Prince,King
Baron	6	6	Baron,Handmaid,Handmaid
Guard	7	7	
Baron	7	7	Baron,King,Guard
Guard	4	4	Guard,Priest
Baron.opp	3	3	Guard
Baron.opp	10	10	Handmaid,Prince,Guard,Guard,Baron
Baron	10	10	
Guard	6	6	
Baron	11	11	
Guard	3	3	Guard
Baron	4	4	Baron,Handmaid
Guard	10	10	Guard,Handmaid,Princess,Guard,Countess
Guard	9	9	
Guard	7	7	
Guard	5	5	Guard,Priest
Guard	2	2	Guard
Guard	3	3	
Guard	8	8	
Baron	7	7	Baron,Countess,Handmaid
Baron.opp	10	10	
Guard	3	3	Guard
Baron.opp	6	6	
Baron.opp	10	10	Princess,Guard,Guard,Guard
Guard	9	9	
Guard	6	6	
Guard	7	7	
Prince.end	10	10	Countess,Handmaid,Prince,Priest,Guard,Guard
Guard	3	3	
Baron	7	7	
Prince.opp	11	11	
Guard	7	7	
Guard	2	2	
Guard	5	5	Guard,Guard
Guard	9	9	
Princess.opp	10	10	
Guard	9	9	
Prince.end	10	10	
Baron	9	9	Baron,Guard,Guard,Guard
Prince.opp	11	11	Handmaid,Priest,King,Princess,Guard
Baron	4	4	Baron,Handmaid
Prince.opp	11	11	
Baron.opp	10	10	Guard,King,Priest,Guard
Prince.opp	11	11	Prince,Handmaid,Handmaid,Countess,Guard,Guard
Guard	4	4	Guard,Guard
Guard	6	6	Guard,King,Guard
Guard	6	6	
Guard	10	10	Guard,Handmaid,Guard,Priest
Baron.opp	6	6	
Prince.opp	11	11	
Guard	5	5	Guard,Guard
Baron.opp	7	7	Countess,Princess,Guard
Guard	11	11	Guard,Princess,Countess,Guard,Handmaid
Guard	7	7	Guard,Guard,Guard,Guard
Prince.opp	11	11	
Baron.opp	2	2	
Baron	9	9	Baron,Guard,King,Guard
Prince.opp	8	8	Prince,Handmaid,King,Priest
Baron	6	6	Baron,Princess,Guard
Prince.opp	6	6	Prince,Handmaid,Handmaid
Guard	2	2	Guard
Guard	3	3	
Prince.opp	11	11	
Guard	5	5	Guard,Guard
Guard	2	2	Guard
Baron	2	2	Baron
Baron.opp	6	6	
Guard	10	10	Guard,Priest,Handmaid,Princess,Priest
Baron.opp	11	11	
Guard	7	7	Guard,Priest,King
Prince.opp	11	11	Prince,Handmaid,Countess,Guard,Guard,Handmaid
Baron.opp	6	6	
Baron.opp	7	7	Guard,Prince,Guard
Baron	5	5	Baron,Prince
Baron.opp	4	4	
Baron	2	2	
Guard	2	2	
Baron	8	8	
Baron	6	6	Baron,Handmaid,Handmaid
Guard	4	4	Guard,Guard
Guard	5	5	
Guard	4	4	
Baron	6	6	
Princess.end	10	10	Handmaid,Baron,Guard,Guard,Guard
Baron	2	2	Baron
